,Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS,Year,STL,BLK
7,Year/Year,,0.5%,0.4%,-0.1%,0.002,-17.1%,2.2%,-0.043,0.6%,-0.2%,0.004,-11.3%,-6.9%,-0.037,-3.4%,7.9%,4.1%,-2.8%,-8.3%,-2.3%,-2.1%,1982,-2.4%,-9.6%
0,Team,82.0,19830,3707,7723,0.48,50,236,0.212,3657,7487,0.488,1447,1910,0.758,1299,2294,3593,2150,1535,2086,8911,1983,755,411
1,Team/G,,241.8,45.2,94.2,0.48,0.6,2.9,0.212,44.6,91.3,0.488,17.6,23.3,0.758,15.8,28.0,43.8,26.2,18.7,25.4,108.7,1983,9.2,5.0
2,Lg Rank,,3,5,2,16.0,7,6,18.0,5,2,13.0,21,23,3.0,4,19,14,10,9,11,12,1983,10,14
3,Year/Year,,0.0%,11.3%,7.8%,0.015,-51.5%,-25.3%,-0.114,13.3%,9.3%,0.017,-10.2%,-12.2%,0.017,13.8%,-3.3%,2.3%,13.3%,10.2%,2.2%,6.3%,1983,0.3%,-16.8%
4,Opponent,82.0,19830,3768,7284,0.517,40,142,0.282,3728,7142,0.522,1815,2413,0.752,1206,2564,3770,2237,1643,1886,9391,1983,761,439
5,Opponent/G,,241.8,46.0,88.8,0.517,0.5,1.7,0.282,45.5,87.1,0.522,22.1,29.4,0.752,14.7,31.3,46.0,27.3,20.0,23.0,114.5,1983,9.3,5.4
6,Lg Rank,,3,19,12,22.0,9,3,22.0,19,13,22.0,20,20,19.0,11,18,18,17,6,21,21,1983,15,10
7,Year/Year,,0.0%,8.6%,3.1%,0.026,17.6%,-22.4%,0.096,8.5%,3.8%,0.022,16.5%,13.1%,0.022,0.2%,-1.3%,-0.8%,9.0%,8.3%,-6.4%,10.1%,1983,12.2%,10.6%
0,Team,82.0,19780,3447,7130,0.483,48,207,0.232,3399,6923,0.491,1624,2119,0.766,1002,2398,3400,2169,1525,2061,8566,1984,834,398
1,Team/G,,241.2,42.0,87.0,0.483,0.6,2.5,0.232,41.5,84.4,0.491,19.8,25.8,0.766,12.2,29.2,41.5,26.5,18.6,25.1,104.5,1984,10.2,4.9
2,Lg Rank,,16,16,16,18.0,12,11,14.0,16,17,18.0,21,23,8.0,23,8,18,11,17,9,19,1984,1,12
3,Year/Year,,-0.3%,-7.0%,-7.7%,0.003,-4.0%,-12.3%,0.02,-7.1%,-7.5%,0.003,12.2%,10.9%,0.009,-22.9%,4.5%,-5.4%,0.9%,-0.7%,-1.2%,-3.9%,1984,10.5%,-3.2%
4,Opponent,82.0,19780,3552,7175,0.495,29,146,0.199,3523,7029,0.501,1828,2415,0.757,1194,2564,3758,2117,1587,1930,8961,1984,761,444
5,Opponent/G,,241.2,43.3,87.5,0.495,0.4,1.8,0.199,43.0,85.7,0.501,22.3,29.5,0.757,14.6,31.3,45.8,25.8,19.4,23.5,109.3,1984,9.3,5.4
6,Lg Rank,,16,11,12,14.0,1,1,1.0,12,12,13.0,11,12,8.0,15,22,21,11,5,21,11,1984,18,13
7,Year/Year,,-0.3%,-5.7%,-1.5%,-0.022,-27.5%,2.8%,-0.083,-5.5%,-1.6%,-0.021,0.7%,0.1%,0.005,-1.0%,0.0%,-0.3%,-5.4%,-3.4%,2.3%,-4.6%,1984,0.0%,1.1%
0,Team,82.0,19780,3489,7324,0.476,30,155,0.194,3459,7169,0.482,1871,2516,0.744,1198,2623,3821,1945,1622,2237,8879,1985,625,366
1,Team/G,,241.2,42.5,89.3,0.476,0.4,1.9,0.194,42.2,87.4,0.482,22.8,30.7,0.744,14.6,32.0,46.6,23.7,19.8,27.3,108.3,1985,7.6,4.5
2,Lg Rank,,14,16,10,19.0,22,23,22.0,12,6,19.0,10,8,19.0,10,2,2,21,23,21,17,1985,19,17
3,Year/Year,,0.0%,1.2%,2.7%,-0.007,-37.5%,-25.1%,-0.038,1.8%,3.6%,-0.008,15.2%,18.7%,-0.023,19.6%,9.4%,12.4%,-10.3%,6.4%,8.5%,3.7%,1985,-25.1%,-8.0%
4,Opponent,82.0,19780,3628,7332,0.495,64,200,0.32,3564,7132,0.5,2068,2707,0.764,1098,2583,3681,2242,1424,2072,9388,1985,777,523
5,Opponent/G,,241.2,44.2,89.4,0.495,0.8,2.4,0.32,43.5,87.0,0.5,25.2,33.0,0.764,13.4,31.5,44.9,27.3,17.4,25.3,114.5,1985,9.5,6.4
6,Lg Rank,,14,14,13,16.0,4,1,22.0,14,15,14.0,22,22,12.0,3,20,19,18,15,10,20,1985,22,22
7,Year/Year,,0.0%,2.1%,2.2%,-0.0,120.7%,37.0%,0.121,1.2%,1.5%,-0.001,13.1%,12.1%,0.007,-8.0%,0.7%,-2.0%,5.9%,-10.3%,7.4%,4.8%,1985,2.1%,17.8%
0,Team,82.0,19755,3441,7150,0.481,23,143,0.161,3418,7007,0.488,1614,2183,0.739,1138,2613,3751,2159,1515,2135,8519,1986,659,381
1,Team/G,,240.9,42.0,87.2,0.481,0.3,1.7,0.161,41.7,85.5,0.488,19.7,26.6,0.739,13.9,31.9,45.7,26.3,18.5,26.0,103.9,1986,8.0,4.6
2,Lg Rank,,20,18,15,16.0,23,22,23.0,14,7,18.0,22,23,18.0,13,2,2,10,16,14,21,1986,17,15
3,Year/Year,,-0.1%,-1.4%,-2.4%,0.005,-23.3%,-7.7%,-0.033,-1.2%,-2.3%,0.005,-13.7%,-13.2%,-0.004,-5.0%,-0.4%,-1.8%,11.0%,-6.6%,-4.6%,-4.1%,1986,5.4%,4.1%
4,Opponent,82.0,19755,3372,7123,0.473,73,275,0.265,3299,6848,0.482,1975,2571,0.768,1050,2479,3529,2057,1315,1909,8792,1986,745,445
5,Opponent/G,,240.9,41.1,86.9,0.473,0.9,3.4,0.265,40.2,83.5,0.482,24.1,31.4,0.768,12.8,30.2,43.0,25.1,16.0,23.3,107.2,1986,9.1,5.4
6,Lg Rank,,20,5,5,5.0,10,13,7.0,5,6,5.0,16,13,22.0,3,16,11,9,20,22,7,1986,14,13
7,Year/Year,,-0.1%,-7.1%,-2.9%,-0.021,14.1%,37.5%,-0.055,-7.4%,-4.0%,-0.018,-4.5%,-5.0%,0.004,-4.4%,-4.0%,-4.1%,-8.3%,-7.7%,-7.9%,-6.3%,1986,-4.1%,-14.9%
0,Team,82.0,19930,3454,7324,0.472,94,316,0.297,3360,7008,0.479,1696,2170,0.782,1132,2464,3596,2170,1276,2097,8698,1987,697,311
1,Team/G,,243.0,42.1,89.3,0.472,1.1,3.9,0.297,41.0,85.5,0.479,20.7,26.5,0.782,13.8,30.0,43.9,26.5,15.6,25.6,106.1,1987,8.5,3.8
2,Lg Rank,,1,15,10,18.0,14,18,11.0,13,8,20.0,23,22,5.0,18,7,14,11,5,17,18,1987,15,23
3,Year/Year,,0.9%,0.4%,2.4%,-0.01,308.7%,121.0%,0.137,-1.7%,0.0%,-0.008,5.1%,-0.6%,0.042,-0.5%,-5.7%,-4.1%,0.5%,-15.8%,-1.8%,2.1%,1987,5.8%,-18.4%
4,Opponent,82.0,19930,3344,6969,0.48,103,345,0.299,3241,6624,0.489,1960,2584,0.759,1117,2584,3701,2019,1416,1852,8751,1987,660,472
5,Opponent/G,,243.0,40.8,85.0,0.48,1.3,4.2,0.299,39.5,80.8,0.489,23.9,31.5,0.759,13.6,31.5,45.1,24.6,17.3,22.6,106.7,1987,8.0,5.8
6,Lg Rank,,1,4,3,13.0,5,5,12.0,5,4,13.0,15,15,11.0,3,20,17,5,10,21,7,1987,6,15
7,Year/Year,,0.9%,-0.8%,-2.2%,0.006,41.1%,25.5%,0.033,-1.8%,-3.3%,0.008,-0.8%,0.5%,-0.01,6.4%,4.2%,4.9%,-1.8%,7.7%,-3.0%,-0.5%,1987,-11.4%,6.1%
0,Team,82.0,19705,3436,7154,0.48,163,485,0.336,3273,6669,0.491,1546,1982,0.78,1078,2457,3535,1977,1318,2038,8581,1988,619,345
1,Team/G,,240.3,41.9,87.2,0.48,2.0,5.9,0.336,39.9,81.3,0.491,18.9,24.2,0.78,13.1,30.0,43.1,24.1,16.1,24.9,104.6,1988,7.5,4.2
2,Lg Rank,,21,14,13,11.0,5,6,5.0,16,15,11.0,23,23,6.0,18,9,13,18,7,16,20,1988,21,22
3,Year/Year,,-1.1%,-0.5%,-2.3%,0.009,73.4%,53.5%,0.039,-2.6%,-4.8%,0.011,-8.8%,-8.7%,-0.002,-4.8%,-0.3%,-1.7%,-8.9%,3.3%,-2.8%,-1.3%,1988,-11.2%,10.9%
4,Opponent,82.0,19705,3335,7060,0.472,118,368,0.321,3217,6692,0.481,1858,2446,0.76,1160,2500,3660,1933,1269,1859,8646,1988,700,407
5,Opponent/G,,240.3,40.7,86.1,0.472,1.4,4.5,0.321,39.2,81.6,0.481,22.7,29.8,0.76,14.1,30.5,44.6,23.6,15.5,22.7,105.4,1988,8.5,5.0
6,Lg Rank,,21,7,6,7.0,7,4,13.0,7,8,7.0,14,15,6.0,13,18,17,1,18,22,7,1988,12,7
7,Year/Year,,-1.1%,-0.3%,1.3%,-0.007,14.6%,6.7%,0.022,-0.7%,1.0%,-0.009,-5.2%,-5.3%,0.001,3.8%,-3.3%,-1.1%,-4.3%,-10.4%,0.4%,-1.2%,1988,6.1%,-13.8%
0,Team,82.0,19855,3385,6945,0.487,202,615,0.328,3183,6330,0.503,1795,2275,0.789,1065,2497,3562,2012,1547,2105,8767,1989,563,418
1,Team/G,,242.1,41.3,84.7,0.487,2.5,7.5,0.328,38.8,77.2,0.503,21.9,27.7,0.789,13.0,30.5,43.4,24.5,18.9,25.7,106.9,1989,6.9,5.1
2,Lg Rank,,3,20,21,7.0,9,10,10.0,20,23,8.0,13,18,6.0,21,8,16,19,20,23,15,1989,24,14
3,Year/Year,,0.8%,-1.5%,-2.9%,0.007,23.9%,26.8%,-0.008,-2.7%,-5.1%,0.012,16.1%,14.8%,0.009,-1.2%,1.6%,0.8%,1.8%,17.4%,3.3%,2.2%,1989,-9.0%,21.2%
4,Opponent,82.0,19855,3453,7400,0.467,167,547,0.305,3286,6853,0.479,2036,2606,0.781,1288,2312,3600,2034,1206,2029,9109,1989,836,389
5,Opponent/G,,242.1,42.1,90.2,0.467,2.0,6.7,0.305,40.1,83.6,0.479,24.8,31.8,0.781,15.7,28.2,43.9,24.8,14.7,24.7,111.1,1989,10.2,4.7
6,Lg Rank,,3,11,19,6.0,11,17,8.0,11,20,7.0,23,21,23.0,23,8,16,5,23,5,18,1989,21,8
7,Year/Year,,0.8%,3.5%,4.8%,-0.006,41.5%,48.6%,-0.015,2.1%,2.4%,-0.001,9.6%,6.5%,0.022,11.0%,-7.5%,-1.6%,5.2%,-5.0%,9.1%,5.4%,1989,19.4%,-4.4%
0,Team,82.0,19880,3381,6807,0.497,294,770,0.382,3087,6037,0.511,1906,2335,0.816,940,2388,3328,2023,1342,1972,8962,1990,552,350
1,Team/G,,242.4,41.2,83.0,0.497,3.6,9.4,0.382,37.6,73.6,0.511,23.2,28.5,0.816,11.5,29.1,40.6,24.7,16.4,24.0,109.3,1990,6.7,4.3
2,Lg Rank,,2,17,26,4.0,3,3,2.0,23,26,3.0,7,13,2.0,26,15,23,16,17,19,10,1990,24,21
3,Year/Year,,0.1%,-0.1%,-2.0%,0.009,45.5%,25.2%,0.053,-3.0%,-4.6%,0.009,6.2%,2.6%,0.027,-11.7%,-4.4%,-6.6%,0.5%,-13.3%,-6.3%,2.2%,1990,-2.0%,-16.3%
4,Opponent,82.0,19880,3486,7225,0.482,173,541,0.32,3313,6684,0.496,1804,2395,0.753,1173,2297,3470,1945,1189,2021,8949,1990,716,321
5,Opponent/G,,242.4,42.5,88.1,0.482,2.1,6.6,0.32,40.4,81.5,0.496,22.0,29.2,0.753,14.3,28.0,42.3,23.7,14.5,24.6,109.1,1990,8.7,3.9
6,Lg Rank,,2,21,17,19.0,12,13,11.0,21,18,20.0,14,17,6.0,21,9,12,6,25,6,22,1990,17,2
7,Year/Year,,0.1%,1.0%,-2.4%,0.016,3.6%,-1.1%,0.014,0.8%,-2.5%,0.016,-11.4%,-8.1%,-0.028,-8.9%,-0.6%,-3.6%,-4.4%,-1.4%,-0.4%,-1.8%,1990,-14.4%,-17.5%
0,Team,82.0,19805,3450,6994,0.493,249,749,0.332,3201,6245,0.513,2010,2479,0.811,1018,2376,3394,2181,1355,2088,9159,1991,658,357
1,Team/G,,241.5,42.1,85.3,0.493,3.0,9.1,0.332,39.0,76.2,0.513,24.5,30.2,0.811,12.4,29.0,41.4,26.6,16.5,25.5,111.7,1991,8.0,4.4
2,Lg Rank,,13,8,17,4.0,8,8,8.0,11,23,3.0,4,5,2.0,23,16,20,6,17,25,5,1991,18,24
3,Year/Year,,-0.4%,2.0%,2.7%,-0.003,-15.3%,-2.7%,-0.049,3.7%,3.4%,0.001,5.5%,6.2%,-0.005,8.3%,-0.5%,2.0%,7.8%,1.0%,5.9%,2.2%,1991,19.2%,2.0%
4,Opponent,82.0,19805,3577,7299,0.49,186,609,0.305,3391,6690,0.507,1851,2490,0.743,1202,2313,3515,2063,1260,2037,9191,1991,729,353
5,Opponent/G,,241.5,43.6,89.0,0.49,2.3,7.4,0.305,41.4,81.6,0.507,22.6,30.4,0.743,14.7,28.2,42.9,25.2,15.4,24.8,112.1,1991,8.9,4.3
6,Lg Rank,,13,26,21,24.0,14,16,6.0,26,20,25.0,18,21,2.0,22,9,14,19,15,4,25,1991,20,5
7,Year/Year,,-0.4%,2.6%,1.0%,0.008,7.5%,12.6%,-0.014,2.4%,0.1%,0.011,2.6%,4.0%,-0.01,2.5%,0.7%,1.3%,6.1%,6.0%,0.8%,2.7%,1991,1.8%,10.0%
0,Team,82.0,19955,3498,7079,0.494,333,940,0.354,3165,6139,0.516,1868,2364,0.79,1083,2564,3647,2398,1402,2137,9197,1992,705,393
1,Team/G,,243.4,42.7,86.3,0.494,4.1,11.5,0.354,38.6,74.9,0.516,22.8,28.8,0.79,13.2,31.3,44.5,29.2,17.1,26.1,112.2,1992,8.6,4.8
2,Lg Rank,,1,6,18,3.0,2,4,4.0,15,25,3.0,3,5,3.0,22,2,8,1,26,27,2,1992,15,18
3,Year/Year,,0.8%,1.4%,1.2%,0.001,33.7%,25.5%,0.022,-1.1%,-1.7%,0.003,-7.1%,-4.6%,-0.021,6.4%,7.9%,7.5%,9.9%,3.5%,2.3%,0.4%,1992,7.1%,10.1%
4,Opponent,82.0,19955,3425,7312,0.468,216,640,0.338,3209,6672,0.481,1976,2627,0.752,1241,2325,3566,2165,1247,1984,9042,1992,816,386
5,Opponent/G,,243.4,41.8,89.2,0.468,2.6,7.8,0.338,39.1,81.4,0.481,24.1,32.0,0.752,15.1,28.4,43.5,26.4,15.2,24.2,110.3,1992,10.0,4.7
6,Lg Rank,,1,15,20,11.0,19,19,16.0,13,21,11.0,27,27,9.0,23,7,14,23,19,2,24,1992,26,4
7,Year/Year,,0.8%,-4.2%,0.2%,-0.022,16.1%,5.1%,0.032,-5.4%,-0.3%,-0.026,6.8%,5.5%,0.009,3.2%,0.5%,1.5%,4.9%,-1.0%,-2.6%,-1.6%,1992,11.9%,9.3%
0,Team,82.0,19755,3371,7022,0.48,257,789,0.326,3114,6233,0.5,1837,2399,0.766,1220,2455,3675,2144,1256,2045,8836,1993,615,403
1,Team/G,,240.9,41.1,85.6,0.48,3.1,9.6,0.326,38.0,76.0,0.5,22.4,29.3,0.766,14.9,29.9,44.8,26.1,15.3,24.9,107.8,1993,7.5,4.9
2,Lg Rank,,22,10,17,13.0,14,12,17.0,13,17,8.0,6,8,8.0,9,12,5,5,7,23,7,1993,22,17
3,Year/Year,,-1.0%,-3.6%,-0.8%,-0.014,-22.8%,-16.1%,-0.029,-1.6%,1.5%,-0.016,-1.7%,1.5%,-0.024,12.7%,-4.3%,0.8%,-10.6%,-10.4%,-4.3%,-3.9%,1993,-12.8%,2.5%
4,Opponent,82.0,19755,3262,6955,0.469,216,706,0.306,3046,6249,0.487,1957,2635,0.743,1189,2345,3534,1987,1178,1979,8697,1993,693,387
5,Opponent/G,,240.9,39.8,84.8,0.469,2.6,8.6,0.306,37.1,76.2,0.487,23.9,32.1,0.743,14.5,28.6,43.1,24.2,14.4,24.1,106.1,1993,8.5,4.7
6,Lg Rank,,22,9,10,12.0,4,9,2.0,12,11,14.0,25,25,5.0,24,9,16,12,25,9,16,1993,13,10
7,Year/Year,,-1.0%,-4.8%,-4.9%,0.001,0.0%,10.3%,-0.032,-5.1%,-6.3%,0.006,-1.0%,0.3%,-0.009,-4.2%,0.9%,-0.9%,-8.2%,-5.5%,-0.3%,-3.8%,1993,-15.1%,0.3%
0,Team,82.0,19755,3167,6516,0.486,184,500,0.368,2983,6016,0.496,1762,2387,0.738,1130,2409,3539,2055,1440,1974,8280,1994,706,457
1,Team/G,,240.9,38.6,79.5,0.486,2.2,6.1,0.368,36.4,73.4,0.496,21.5,29.1,0.738,13.8,29.4,43.2,25.1,17.6,24.1,101.0,1994,8.6,5.6
2,Lg Rank,,13,20,27,2.0,23,26,1.0,12,17,6.0,5,4,15.0,14,11,11,13,25,21,15,1994,15,8
3,Year/Year,,0.0%,-6.1%,-7.2%,0.006,-28.4%,-36.6%,0.042,-4.2%,-3.5%,-0.004,-4.1%,-0.5%,-0.028,-7.4%,-1.9%,-3.7%,-4.2%,14.6%,-3.5%,-6.3%,1994,14.8%,13.4%
4,Opponent,82.0,19755,2978,6614,0.45,273,815,0.335,2705,5799,0.466,1768,2422,0.73,1132,2153,3285,1902,1340,1986,7997,1994,826,389
5,Opponent/G,,240.9,36.3,80.7,0.45,3.3,9.9,0.335,33.0,70.7,0.466,21.6,29.5,0.73,13.8,26.3,40.1,23.2,16.3,24.2,97.5,1994,10.1,4.7
6,Lg Rank,,13,4,5,6.0,14,14,15.0,4,6,5.0,22,21,10.0,16,1,5,10,11,1,8,1994,25,8
7,Year/Year,,0.0%,-8.7%,-4.9%,-0.019,26.4%,15.4%,0.029,-11.2%,-7.2%,-0.021,-9.7%,-8.1%,-0.013,-4.8%,-8.2%,-7.0%,-4.3%,13.8%,0.4%,-8.0%,1994,19.2%,0.5%
0,Team,82.0,19780,2983,6248,0.477,374,985,0.38,2609,5263,0.496,1796,2390,0.751,1051,2290,3341,1877,1340,1939,8136,1995,703,363
1,Team/G,,241.2,36.4,76.2,0.477,4.6,12.0,0.38,31.8,64.2,0.496,21.9,29.1,0.751,12.8,27.9,40.7,22.9,16.3,23.6,99.2,1995,8.6,4.4
2,Lg Rank,,21,23,26,8.0,21,24,3.0,17,19,11.0,5,6,9.0,16,18,17,14,20,14,18,1995,9,20
3,Year/Year,,0.1%,-5.8%,-4.1%,-0.009,103.3%,97.0%,0.012,-12.5%,-12.5%,-0.0,1.9%,0.1%,0.013,-7.0%,-4.9%,-5.6%,-8.7%,-6.9%,-1.8%,-1.7%,1995,-0.4%,-20.6%
4,Opponent,82.0,19780,2921,6408,0.456,475,1304,0.364,2446,5104,0.479,1516,2089,0.726,1048,2156,3204,1804,1370,2058,7833,1995,691,416
5,Opponent/G,,241.2,35.6,78.1,0.456,5.8,15.9,0.364,29.8,62.2,0.479,18.5,25.5,0.726,12.8,26.3,39.1,22.0,16.7,25.1,95.5,1995,8.4,5.1
6,Lg Rank,,21,4,4,9.0,20,21,17.0,4,3,8.0,8,9,7.0,10,2,4,7,5,3,4,1995,15,13
7,Year/Year,,0.1%,-1.9%,-3.1%,0.006,74.0%,60.0%,0.029,-9.6%,-12.0%,0.013,-14.3%,-13.7%,-0.004,-7.4%,0.1%,-2.5%,-5.2%,2.2%,3.6%,-2.1%,1995,-16.3%,6.9%
0,Team,82.0,19755,2979,6205,0.48,363,973,0.373,2616,5232,0.5,1823,2416,0.755,1010,2262,3272,1917,1335,2031,8144,1996,579,323
1,Team/G,,240.9,36.3,75.7,0.48,4.4,11.9,0.373,31.9,63.8,0.5,22.2,29.5,0.755,12.3,27.6,39.9,23.4,16.3,24.8,99.3,1996,7.1,3.9
2,Lg Rank,,21,21,27,5.0,25,27,11.0,13,19,7.0,3,3,11.0,12,21,21,10,18,25,17,1996,26,26
3,Year/Year,,-0.1%,-0.1%,-0.7%,0.003,-2.9%,-1.2%,-0.007,0.3%,-0.6%,0.004,1.5%,1.1%,0.003,-3.9%,-1.2%,-2.1%,2.1%,-0.4%,4.7%,0.1%,1996,-17.6%,-11.0%
